ID,1994,2002,2007,2017
Iroquois-686,Abies balsamea,Abies balsamea,Abies balsamea,Chamaedaphne calyculata
Iroquois-687,Vaccinium uliginosum,Alnus viridis ssp. crispa,Vaccinium uliginosum,Alnus viridis spp. crispa
Iroquois-688,Sibbaldiopsis tridentata,Alnus viridis ssp. crispa,Trichophorum cespitosum,Alnus viridis spp. crispa
Iroquois-689,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-690,Abies balsamea,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-691,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-692,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-693,Empetrum nigrum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-694,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-695,soil,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-696,soil,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-697,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-698,soil,Vaccinium uliginosum,soil,Vaccinium uliginosum
Iroquois-699,Abies balsamea,Vaccinium uliginosum,soil,Vaccinium uliginosum
Iroquois-700,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-701,soil,soil,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-702,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-703,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-704,Vaccinium oxycoccos,Trichophorum cespitosum,soil,Trichophorum cespitosum
Iroquois-705,Vaccinium uliginosum,Vaccinium uliginosum,Empetrum nigrum,Trichophorum cespitosum
Iroquois-706,Vaccinium uliginosum,soil,Trichophorum cespitosum,rock
Iroquois-707,Vaccinium uliginosum,Vaccinium angustifolium,Vaccinium uliginosum,Rhododendron groenlandicum
Iroquois-708,Abies balsamea,Abies balsamea,Abies balsamea,Rhododendron groenlandicum
Iroquois-709,lichen,lichen,lichen,lichen
Iroquois-710,Vaccinium uliginosum,Vaccinium uliginosum,Diapensia lapponica,Diapensia lapponica
Iroquois-711,soil,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-712,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-713,Vaccinium uliginosum,Vaccinium uliginosum,Empetrum nigrum,Chamaedaphne calyculata
Iroquois-714,Abies balsamea,Abies balsamea,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-715,Vaccinium boreale,Vaccinium uliginosum,Vaccinium uliginosum,Alnus viridis spp. crispa
Iroquois-716,Vaccinium uliginosum,Alnus viridis ssp. crispa,Vaccinium uliginosum,Alnus viridis spp. crispa
Iroquois-717,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-718,Abies balsamea,Abies balsamea,soil,Abies balsamea
Iroquois-719,Betula cordifolia,Vaccinium uliginosum,Chamaedaphne calyculata,Abies balsamea
Iroquois-720,Abies balsamea,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-721,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-722,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-723,Betula cordifolia,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-724,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-725,soil,soil,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-726,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-727,soil,Alnus viridis ssp. crispa,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-728,soil,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-729,soil,soil,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-730,Rhododendron groenlandicum,Vaccinium oxycoccos,Empetrum nigrum,Vaccinium uliginosum
Iroquois-731,Trichophorum cespitosum,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-732,Abies balsamea,Vaccinium uliginosum,Abies balsamea,Vaccinium uliginosum
Iroquois-733,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium angustifolium,Vaccinium angustifolium
Iroquois-734,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-735,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-736,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-737,Vaccinium boreale,Vaccinium boreale,Vaccinium angustifolium,Trichophorum cespitosum
Iroquois-738,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-739,Cetraria sp.,Vaccinium uliginosum,Diapensia lapponica,soil
Iroquois-740,Vaccinium uliginosum,soil,soil,rock
Iroquois-741,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum,Rhododendron groenlandicum
Iroquois-742,Chamaedaphne calyculata,Rhododendron groenlandicum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-743,Abies balsamea,Abies balsamea,Abies balsamea,Chamaedaphne calyculata
Iroquois-744,moss,Rhizocarpon geographicum,Rhizocarpon geographicum,Andreaea rupestris
Iroquois-745,Abies balsamea,Alnus viridis ssp. crispa,soil,Alnus viridis spp. crispa
Iroquois-746,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea
Iroquois-747,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-748,Rhododendron groenlandicum,Vaccinium uliginosum,Rhododendron groenlandicum,Abies balsamea
Iroquois-749,Vaccinium uliginosum,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-750,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-751,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-752,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-753,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-754,Diapensia lapponica,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-755,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-756,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-757,soil,Alnus viridis ssp. crispa,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-758,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum,Vaccinium uliginosum
Iroquois-759,Rhododendron groenlandicum,Rhododendron groenlandicum,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-760,soil,Vaccinium uliginosum,Cetraria sp.,Vaccinium uliginosum
Iroquois-761,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium angustifolium,Vaccinium angustifolium
Iroquois-762,Cetraria sp.,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-763,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-764,Empetrum nigrum,Chamaedaphne calyculata,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-765,Abies balsamea,soil,Vaccinium uliginosum,soil
Iroquois-766,Vaccinium uliginosum,soil,soil,rock
Iroquois-767,Andreaea rupestris,Minuartia groenlandica,lichen,rock
Iroquois-768,Vaccinium boreale,Vaccinium boreale,Cornus canadensis,Rhododendron groenlandicum
Iroquois-769,soil,soil,soil,Diapensia lapponica
Iroquois-770,Cetraria sp.,Chamaedaphne calyculata,Diapensia lapponica,Cladonia rangiferina
Iroquois-771,Chamaedaphne calyculata,Chamaedaphne calyculata,Trichophorum cespitosum,Chamaedaphne calyculata
Iroquois-772,Chamaedaphne calyculata,Chamaedaphne calyculata,soil,Chamaedaphne calyculata
Iroquois-773,Vaccinium uliginosum,Rhododendron groenlandicum,Empetrum nigrum,Chamaedaphne calyculata
Iroquois-774,Abies balsamea,Vaccinium uliginosum,soil,Alnus viridis spp. crispa
Iroquois-775,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea
Iroquois-776,Rhododendron groenlandicum,Chamaedaphne calyculata,Vaccinium uliginosum,Abies balsamea
Iroquois-777,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-778,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-779,Abies balsamea,Abies balsamea,Vaccinium angustifolium,Abies balsamea
Iroquois-780,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-781,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-782,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-783,Diapensia lapponica,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-784,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-785,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-786,soil,Alnus viridis ssp. crispa,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-787,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum,Vaccinium uliginosum
Iroquois-788,soil,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-789,Vaccinium uliginosum,Chamaedaphne calyculata,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-790,Abies balsamea,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-791,Vaccinium uliginosum,Chamaedaphne calyculata,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-792,Abies balsamea,Abies balsamea,Abies balsamea,Vaccinium uliginosum
Iroquois-793,Vaccinium boreale,Vaccinium boreale,soil,Vaccinium angustifolium
Iroquois-794,Vaccinium uliginosum,Chamaedaphne calyculata,Rhododendron groenlandicum,Vaccinium angustifolium
Iroquois-795,Cetraria sp.,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-796,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-797,Abies balsamea,Abies balsamea,soil,soil
Iroquois-798,Vaccinium uliginosum,Minuartia groenlandica,roots,soil
Iroquois-799,Rhododendron groenlandicum,Rhododendron groenlandicum,Rhododendron groenlandicum,Rhododendron groenlandicum
Iroquois-800,Empetrum nigrum,Chamaedaphne calyculata,Rhododendron groenlandicum,Rhododendron groenlandicum
Iroquois-801,soil,soil,soil,Diapensia lapponica
Iroquois-802,Vaccinium uliginosum,soil,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-803,Chamaedaphne calyculata,Rhododendron groenlandicum,Trichophorum cespitosum,Chamaedaphne calyculata
Iroquois-804,soil,Trichophorum cespitosum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-805,rock,soil,Umbilicaria sp.,Andreaea rupestris
Iroquois-806,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Alnus viridis spp. crispa
Iroquois-807,Betula cordifolia,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-808,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata,Abies balsamea
Iroquois-809,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-810,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-811,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-812,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-813,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-814,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-815,Trichophorum cespitosum,Trichophorum cespitosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-816,Betula cordifolia,Betula cordifolia,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-817,soil,Alnus viridis ssp. crispa,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-818,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-819,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-820,Empetrum nigrum,Diapensia lapponica,Trichophorum cespitosum,Vaccinium uliginosum
Iroquois-821,Vaccinium uliginosum,Rhododendron groenlandicum,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-822,Vaccinium uliginosum,Rhododendron groenlandicum,Cetraria sp.,Vaccinium uliginosum
Iroquois-823,Abies balsamea,Abies balsamea,Abies balsamea,Vaccinium uliginosum
Iroquois-824,Rhododendron groenlandicum,Chamaedaphne calyculata,Vaccinium angustifolium,Vaccinium angustifolium
Iroquois-825,Cladonia sp.,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-826,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Sphagnum pylaesii
Iroquois-827,Cetraria sp.,soil,soil,soil
Iroquois-828,Vaccinium uliginosum,Thamnolia sp.,roots,soil
Iroquois-829,Abies balsamea,Vaccinium uliginosum,Chamaedaphne calyculata,soil
Iroquois-830,rock,soil,Minuartia groenlandica,Minuartia groenlandica
Iroquois-831,soil,soil,soil,Diapensia lapponica
Iroquois-832,Cornus canadensis,Vaccinium boreale,Vaccinium angustifolium,Cladonia rangiferina
Iroquois-833,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-834,soil,Diapensia lapponica,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-835,Chamaedaphne calyculata,Chamaedaphne calyculata,Rhododendron groenlandicum,Chamaedaphne calyculata
Iroquois-836,Abies balsamea,Abies balsamea,Abies balsamea,Alnus viridis spp. crispa
Iroquois-837,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-838,Abies balsamea,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-839,Rhododendron groenlandicum,Rhododendron groenlandicum,Abies balsamea,Abies balsamea
Iroquois-840,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-841,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-842,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-843,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-844,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-845,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-846,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-847,Vaccinium uliginosum,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-848,soil,Alnus viridis ssp. crispa,soil,Vaccinium uliginosum
Iroquois-849,Abies balsamea,Vaccinium angustifolium,Vaccinium angustifolium,Vaccinium angustifolium
Iroquois-850,Trichophorum cespitosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-851,Trichophorum cespitosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-852,Diapensia lapponica,Diapensia lapponica,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-853,Betula cordifolia,Betula cordifolia,Vaccinium oxycoccos,Trichophorum cespitosum
Iroquois-854,Vaccinium uliginosum,Vaccinium uliginosum,soil,Trichophorum cespitosum
Iroquois-855,soil,soil,soil,Trichophorum cespitosum
Iroquois-856,Abies balsamea,Abies balsamea,Vaccinium uliginosum,soil
Iroquois-857,Cetraria sp.,soil,Chamaedaphne calyculata,soil
Iroquois-858,Diapensia lapponica,Diapensia lapponica,Chamaedaphne calyculata,soil
Iroquois-859,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum,Rhododendron groenlandicum
Iroquois-860,Vaccinium boreale,Vaccinium boreale,Vaccinium angustifolium,Picea mariana
Iroquois-861,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-862,Rhododendron groenlandicum,Chamaedaphne calyculata,Rhododendron groenlandicum,Chamaedaphne calyculata
Iroquois-863,Empetrum nigrum,Vaccinium uliginosum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-864,rock,soil,soil,Andreaea rupestris
Iroquois-865,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-866,Rhododendron groenlandicum,Vaccinium uliginosum,Chamaedaphne calyculata,Abies balsamea
Iroquois-867,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-868,Vaccinium uliginosum,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-869,soil,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-870,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-871,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-872,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-873,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-874,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-875,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-876,Vaccinium uliginosum,Empetrum nigrum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-877,soil,Diapensia lapponica,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-878,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-879,Rhododendron groenlandicum,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-880,Diapensia lapponica,Diapensia lapponica,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-881,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea,Vaccinium uliginosum
Iroquois-882,Vaccinium uliginosum,Abies balsamea,Abies balsamea,Vaccinium uliginosum
Iroquois-883,Abies balsamea,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium angustifolium
Iroquois-884,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-885,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-886,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-887,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-888,soil,soil,soil,soil
Iroquois-889,Empetrum nigrum,Rhododendron groenlandicum,Rhododendron groenlandicum,Rhododendron groenlandicum
Iroquois-890,Vaccinium uliginosum,Abies balsamea,Vaccinium angustifolium,Picea mariana
Iroquois-891,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-892,soil,Vaccinium uliginosum,soil,Chamaedaphne calyculata
Iroquois-893,Vaccinium uliginosum,Cetraria sp.,soil,Chamaedaphne calyculata
Iroquois-894,rock,soil,soil,Andreaea rupestris
Iroquois-895,Betula cordifolia,Betula cordifolia,Vaccinium uliginosum,Alnus viridis spp. crispa
Iroquois-896,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea
Iroquois-897,soil,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea
Iroquois-898,Betula cordifolia,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-899,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-900,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-901,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-902,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-903,soil,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-904,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-905,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-906,Rhododendron groenlandicum,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-907,Diapensia lapponica,Diapensia lapponica,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-908,Chamaedaphne calyculata,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-909,soil,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-910,Betula cordifolia,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-911,Vaccinium uliginosum,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-912,Chamaedaphne calyculata,Rhododendron groenlandicum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-913,Abies balsamea,Abies balsamea,Chamaedaphne calyculata,Vaccinium angustifolium
Iroquois-914,Trichophorum cespitosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-915,soil,Empetrum nigrum,Vaccinium oxycoccos,Trichophorum cespitosum
Iroquois-916,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-917,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-918,soil,Diapensia lapponica,soil,Trichophorum cespitosum
Iroquois-919,Vaccinium uliginosum,Chamaedaphne calyculata,Rhododendron groenlandicum,Trichophorum cespitosum
Iroquois-920,soil,soil,soil,soil
Iroquois-921,soil,Abies balsamea,Picea mariana,Picea mariana
Iroquois-922,Vaccinium uliginosum,Vaccinium uliginosum,soil,Chamaedaphne calyculata
Iroquois-923,rock,Andreaea rupestris,Andreaea rupestris,Andreaea rupestris
Iroquois-924,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa,Alnus viridis spp. crispa
Iroquois-925,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea
Iroquois-926,Vaccinium uliginosum,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-927,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-928,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-929,Abies balsamea,Chamaedaphne calyculata,Abies balsamea,Abies balsamea
Iroquois-930,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-931,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-932,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-933,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-934,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-935,Vaccinium uliginosum,Empetrum nigrum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-936,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-937,Vaccinium uliginosum,Cetraria sp.,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-938,soil,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-939,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-940,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-941,Rhododendron groenlandicum,Chamaedaphne calyculata,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-942,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea,Vaccinium uliginosum
Iroquois-943,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-944,Rhododendron groenlandicum,Diapensia lapponica,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-945,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-946,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-947,soil,soil,soil,soil
Iroquois-948,soil,Diapensia lapponica,soil,soil
Iroquois-949,soil,Abies balsamea,Picea mariana,Picea mariana
Iroquois-950,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata,Empetrum nigrum
Iroquois-951,soil,soil,Vaccinium oxycoccos,Deschampsia flexuosa
Iroquois-952,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-953,Abies balsamea,Betula cordifolia,Vaccinium uliginosum,Betula cordifolia
Iroquois-954,rock,rock,Andreaea rupestris,Andreaea rupestris
Iroquois-955,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa,Alnus viridis spp. crispa
Iroquois-956,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea
Iroquois-957,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea
Iroquois-958,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-959,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-960,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-961,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-962,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-963,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-964,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-965,Empetrum nigrum,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-966,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-967,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-968,Vaccinium uliginosum,Chamaedaphne calyculata,Chamaedaphne calyculata,Vaccinium uliginosum
