ID,1994,2002,2007,2017
Iroquois-1543,Kalmia polifolia,Empetrum nigrum,Diapensia lapponica,Trichophorum cespitosum
Iroquois-1544,soil,soil,soil,soil
Iroquois-1545,Rhododendron groenlandicum,Diapensia lapponica,soil,soil
Iroquois-1546,Minuartia groenlandica,Vaccinium uliginosum,Chamaedaphne calyculata,soil
Iroquois-1547,Vaccinium uliginosum,Trichophorum cespitosum,Sibbaldiopsis tridentata,Salix uva-ursi
Iroquois-1548,Kalmia polifolia,Empetrum nigrum,Empetrum nigrum,Empetrum nigrum
Iroquois-1549,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1550,soil,Chamaedaphne calyculata,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1551,soil,Vaccinium uliginosum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1552,Vaccinium uliginosum,Empetrum nigrum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1553,soil,Empetrum nigrum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1554,Vaccinium uliginosum,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1555,Betula cordifolia,Betula cordifolia,Vaccinium uliginosum,Betula cordifolia
Iroquois-1556,Vaccinium uliginosum,Sibbaldiopsis tridentata,Empetrum nigrum,Alnus viridis ssp. crispa
Iroquois-1557,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-1558,Chamaedaphne calyculata,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1559,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1560,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1561,soil,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1562,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1563,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1564,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1565,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1566,Vaccinium uliginosum,Trichophorum cespitosum,Sibbaldiopsis tridentata,Vaccinium uliginosum
Iroquois-1567,Chamaedaphne calyculata,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-1568,Picea mariana,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1569,Chamaedaphne calyculata,Empetrum nigrum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1570,Empetrum nigrum,Kalmia polifolia,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-1571,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1572,Diapensia lapponica,Diapensia lapponica,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1573,Empetrum nigrum,Diapensia lapponica,Empetrum nigrum,Trichophorum cespitosum
Iroquois-1574,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,soil
Iroquois-1575,soil,Vaccinium uliginosum,Vaccinium uliginosum,soil
Iroquois-1576,soil,Chamaedaphne calyculata,soil,soil
Iroquois-1577,Vaccinium uliginosum,Empetrum nigrum,Diapensia lapponica,soil
Iroquois-1578,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Empetrum nigrum
Iroquois-1579,soil,soil,soil,Empetrum nigrum
Iroquois-1580,Vaccinium uliginosum,Empetrum nigrum,Empetrum nigrum,Empetrum nigrum
Iroquois-1581,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1582,soil,Chamaedaphne calyculata,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1583,Empetrum nigrum,Empetrum nigrum,Empetrum nigrum,Chamaedaphne calyculata
Iroquois-1584,Vaccinium uliginosum,Betula cordifolia,Vaccinium uliginosum,Betula cordifolia
Iroquois-1585,Empetrum nigrum,Empetrum nigrum,Sibbaldiopsis tridentata,Alnus viridis ssp. crispa
Iroquois-1586,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea
Iroquois-1587,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-1588,soil,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1589,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1590,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1591,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1592,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1593,soil,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1594,Picea mariana,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1595,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1596,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1597,soil,Vaccinium uliginosum,soil,Vaccinium uliginosum
Iroquois-1598,Vaccinium uliginosum,Vaccinium uliginosum,Sibbaldiopsis tridentata,Vaccinium uliginosum
Iroquois-1599,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1600,Chamaedaphne calyculata,Vaccinium boreale,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1601,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-1602,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-1603,Diapensia lapponica,lichen,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1604,Empetrum nigrum,Vaccinium oxycoccos,Sibbaldiopsis tridentata,Trichophorum cespitosum
Iroquois-1605,soil,Vaccinium uliginosum,lichen,soil
Iroquois-1606,Vaccinium uliginosum,Betula cordifolia,Alnus viridis ssp. crispa,soil
Iroquois-1607,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Rhododendron groenlandicum
Iroquois-1608,soil,soil,soil,Minuartia groenlandica
Iroquois-1609,soil,soil,Vaccinium uliginosum,Empetrum nigrum
Iroquois-1610,Vaccinium uliginosum,Vaccinium uliginosum,Lycopodium sp.,Empetrum nigrum
Iroquois-1611,Empetrum nigrum,Empetrum nigrum,Empetrum nigrum,Empetrum nigrum
Iroquois-1612,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1613,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1614,Betula cordifolia,Betula cordifolia,Diapensia lapponica,Betula cordifolia
Iroquois-1615,soil,Empetrum nigrum,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa
Iroquois-1616,Abies balsamea,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea
Iroquois-1617,Vaccinium uliginosum,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1618,Vaccinium uliginosum,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1619,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1620,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1621,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1622,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1623,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1624,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1625,soil,soil,soil,Vaccinium uliginosum
Iroquois-1626,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1627,Chamaedaphne calyculata,Abies balsamea,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1628,Vaccinium uliginosum,Chamaedaphne calyculata,Andreaea rupestris,Vaccinium uliginosum
Iroquois-1629,Chamaedaphne calyculata,Chamaedaphne calyculata,Abies balsamea,Vaccinium uliginosum
Iroquois-1630,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium oxycoccos,Trichophorum cespitosum
Iroquois-1631,Vaccinium oxycoccos,Empetrum nigrum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1632,Diapensia lapponica,rock,lichen,Trichophorum cespitosum
Iroquois-1633,Vaccinium oxycoccos,Vaccinium uliginosum,soil,soil
Iroquois-1634,Chamaedaphne calyculata,Kalmia polifolia,Rhododendron groenlandicum,soil
Iroquois-1635,Vaccinium uliginosum,Vaccinium uliginosum,Alnus viridis ssp. crispa,soil
Iroquois-1636,Vaccinium uliginosum,Sibbaldiopsis tridentata,Sibbaldiopsis tridentata,Sibbaldiopsis tridentata
Iroquois-1637,Empetrum nigrum,Trichophorum cespitosum,Diapensia lapponica,Salix uva-ursi
Iroquois-1638,Sphagnum pylaesii,Vaccinium uliginosum,soil,Lycopodium sp.
Iroquois-1639,soil,soil,Vaccinium uliginosum,Empetrum nigrum
Iroquois-1640,Vaccinium uliginosum,Empetrum nigrum,Empetrum nigrum,Empetrum nigrum
Iroquois-1641,Empetrum nigrum,Empetrum nigrum,Empetrum nigrum,Empetrum nigrum
Iroquois-1642,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1643,Chamaedaphne calyculata,Chamaedaphne calyculata,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1644,Betula cordifolia,Betula cordifolia,Betula cordifolia,Betula cordifolia
Iroquois-1645,Diapensia lapponica,Diapensia lapponica,Sibbaldiopsis tridentata,Alnus viridis ssp. crispa
Iroquois-1646,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-1647,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-1648,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-1649,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1650,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1651,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1652,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1653,Vaccinium uliginosum,Sibbaldiopsis tridentata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1654,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1655,Vaccinium uliginosum,soil,soil,Vaccinium uliginosum
Iroquois-1656,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1657,Vaccinium uliginosum,Rhododendron groenlandicum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1658,Sphagnum pylaesii,Salix uva-ursi,Vaccinium uliginosum,Vaccinium oxycoccos
Iroquois-1659,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-1660,moss,Sibbaldiopsis tridentata,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1661,Vaccinium uliginosum,Chamaedaphne calyculata,Rhododendron groenlandicum,soil
Iroquois-1662,Diapensia lapponica,Vaccinium uliginosum,Minuartia groenlandica,soil
Iroquois-1663,Vaccinium uliginosum,Vaccinium uliginosum,Alnus viridis ssp. crispa,soil
Iroquois-1664,Vaccinium uliginosum,Trichophorum cespitosum,Empetrum nigrum,Salix uva-ursi
Iroquois-1665,lichen,rock,rock,rock
Iroquois-1666,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata,Rhododendron groenlandicum
Iroquois-1667,Empetrum nigrum,Empetrum nigrum,Vaccinium uliginosum,Empetrum nigrum
Iroquois-1668,Diapensia lapponica,Vaccinium uliginosum,Empetrum nigrum,Empetrum nigrum
Iroquois-1669,Chamaedaphne calyculata,Vaccinium uliginosum,Empetrum nigrum,Empetrum nigrum
Iroquois-1670,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1671,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1672,Vaccinium uliginosum,Chamaedaphne calyculata,Rhododendron groenlandicum,Chamaedaphne calyculata
Iroquois-1673,soil,soil,Vaccinium uliginosum,Betula cordifolia
Iroquois-1674,Rhododendron groenlandicum,Betula cordifolia,Betula cordifolia,Betula cordifolia
Iroquois-1675,Abies balsamea,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-1676,soil,Chamaedaphne calyculata,Abies balsamea,Abies balsamea
Iroquois-1677,Diapensia lapponica,Chamaedaphne calyculata,Abies balsamea,Abies balsamea
Iroquois-1678,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1679,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1680,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1681,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1682,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1683,Rhododendron groenlandicum,Sphagnum sp.,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1684,Vaccinium uliginosum,Vaccinium uliginosum,soil,Vaccinium uliginosum
Iroquois-1685,soil,soil,soil,Vaccinium uliginosum
Iroquois-1686,Vaccinium uliginosum,Vaccinium uliginosum,Cornus canadensis,Vaccinium uliginosum
Iroquois-1687,Rhododendron groenlandicum,Empetrum nigrum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1688,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-1689,moss,Sibbaldiopsis tridentata,Vaccinium oxycoccos,Trichophorum cespitosum
Iroquois-1690,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Sphagnum pylaesii
Iroquois-1691,Betula cordifolia,Vaccinium uliginosum,Rhododendron groenlandicum,soil
Iroquois-1692,Sphagnum pylaesii,Salix uva-ursi,Vaccinium uliginosum,Salix uva-ursi
Iroquois-1693,Vaccinium uliginosum,Trichophorum cespitosum,Empetrum nigrum,Salix uva-ursi
Iroquois-1694,lichen,rock,lichen,rock
Iroquois-1695,Cetraria sp.,Kalmia polifolia,Kalmia polifolia,Rhododendron groenlandicum
Iroquois-1696,Empetrum nigrum,Empetrum nigrum,Vaccinium uliginosum,Empetrum nigrum
Iroquois-1697,Vaccinium uliginosum,soil,soil,Empetrum nigrum
Iroquois-1698,Diapensia lapponica,Sibbaldiopsis tridentata,soil,Empetrum nigrum
Iroquois-1699,Chamaedaphne calyculata,Chamaedaphne calyculata,Empetrum nigrum,Empetrum nigrum
Iroquois-1700,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1701,Chamaedaphne calyculata,Rhododendron groenlandicum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1702,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1703,soil,Betula cordifolia,Betula cordifolia,Betula cordifolia
Iroquois-1704,Abies balsamea,Chamaedaphne calyculata,Vaccinium uliginosum,Abies balsamea
Iroquois-1705,soil,soil,Abies balsamea,Abies balsamea
Iroquois-1706,Diapensia lapponica,Diapensia lapponica,Abies balsamea,Abies balsamea
Iroquois-1707,Abies balsamea,Chamaedaphne calyculata,Abies balsamea,Abies balsamea
Iroquois-1708,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1709,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1710,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1711,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1712,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1713,Chamaedaphne calyculata,Rhododendron groenlandicum,Sphagnum sp.,Vaccinium uliginosum
Iroquois-1714,Vaccinium uliginosum,Vaccinium uliginosum,soil,Vaccinium uliginosum
Iroquois-1715,Rhododendron groenlandicum,Empetrum nigrum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1716,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-1717,Empetrum nigrum,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1718,soil,soil,soil,soil
Iroquois-1719,Betula cordifolia,Vaccinium uliginosum,Alnus viridis ssp. crispa,soil
Iroquois-1720,Vaccinium uliginosum,Sibbaldiopsis tridentata,Vaccinium uliginosum,Sibbaldiopsis tridentata
Iroquois-1721,soil,Vaccinium uliginosum,Empetrum nigrum,Sibbaldiopsis tridentata
Iroquois-1722,Sphagnum pylaesii,soil,soil,Salix uva-ursi
Iroquois-1723,Vaccinium uliginosum,Empetrum nigrum,Empetrum nigrum,Salix uva-ursi
Iroquois-1724,lichen,Rhizocarpon geographicum,lichen,rock
Iroquois-1725,Chamaedaphne calyculata,Rhododendron groenlandicum,Vaccinium uliginosum,Rhododendron groenlandicum
Iroquois-1726,Chamaedaphne calyculata,Vaccinium uliginosum,Empetrum nigrum,Empetrum nigrum
Iroquois-1727,soil,soil,Empetrum nigrum,Empetrum nigrum
Iroquois-1728,Diapensia lapponica,Diapensia lapponica,Alnus viridis ssp. crispa,Empetrum nigrum
Iroquois-1729,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1730,Chamaedaphne calyculata,Vaccinium uliginosum,Sphagnum sp.,Chamaedaphne calyculata
Iroquois-1731,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1732,Cetraria sp.,Trichophorum cespitosum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1733,Abies balsamea,Betula cordifolia,Betula cordifolia,Betula cordifolia
Iroquois-1734,Abies balsamea,Rhododendron groenlandicum,Chamaedaphne calyculata,Abies balsamea
Iroquois-1735,soil,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-1736,Vaccinium boreale,Rhododendron groenlandicum,Abies balsamea,Abies balsamea
Iroquois-1737,Abies balsamea,Chamaedaphne calyculata,Abies balsamea,Abies balsamea
Iroquois-1738,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1739,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1740,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1741,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1742,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1743,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1744,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1745,Vaccinium uliginosum,Vaccinium uliginosum,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-1746,Rhododendron groenlandicum,Rhododendron groenlandicum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1747,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum
Iroquois-1748,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1749,Polytrichum juniperinum,Vaccinium uliginosum,Vaccinium uliginosum,soil
Iroquois-1750,Vaccinium uliginosum,soil,Trichophorum cespitosum,soil
Iroquois-1751,Vaccinium uliginosum,Vaccinium uliginosum,soil,soil
Iroquois-1752,soil,soil,soil,soil
Iroquois-1753,soil,Empetrum nigrum,soil,soil
Iroquois-1754,Rhododendron groenlandicum,Vaccinium uliginosum,Rhododendron groenlandicum,Sibbaldiopsis tridentata
Iroquois-1755,Kalmia polifolia,Empetrum nigrum,Chamaedaphne calyculata,Sibbaldiopsis tridentata
Iroquois-1756,Sphagnum pylaesii,soil,soil,Salix uva-ursi
Iroquois-1757,Vaccinium uliginosum,Trichophorum cespitosum,Empetrum nigrum,Salix uva-ursi
Iroquois-1758,lichen,rock,lichen,rock
Iroquois-1759,Vaccinium uliginosum,Trichophorum cespitosum,Vaccinium uliginosum,Diapensia lapponica
Iroquois-1760,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1761,Chamaedaphne calyculata,Vaccinium uliginosum,Rhododendron groenlandicum,Chamaedaphne calyculata
Iroquois-1762,soil,Vaccinium uliginosum,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1763,Abies balsamea,Chamaedaphne calyculata,Betula cordifolia,Betula cordifolia
Iroquois-1764,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-1765,Abies balsamea,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-1766,Vaccinium uliginosum,soil,Chamaedaphne calyculata,Abies balsamea
Iroquois-1767,Vaccinium uliginosum,Abies balsamea,Chamaedaphne calyculata,Abies balsamea
Iroquois-1768,Vaccinium uliginosum,Vaccinium uliginosum,Abies balsamea,Abies balsamea
Iroquois-1769,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1770,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1771,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1772,soil,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1773,Empetrum nigrum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1774,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1775,Chamaedaphne calyculata,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1776,Vaccinium uliginosum,Vaccinium uliginosum,Sibbaldiopsis tridentata,Vaccinium uliginosum
Iroquois-1777,Chamaedaphne calyculata,Chamaedaphne calyculata,Rhododendron groenlandicum,Vaccinium uliginosum
Iroquois-1778,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1779,Vaccinium uliginosum,Vaccinium uliginosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1780,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1781,soil,Trichophorum cespitosum,Vaccinium uliginosum,soil
Iroquois-1782,Vaccinium uliginosum,soil,Vaccinium uliginosum,soil
Iroquois-1783,soil,soil,soil,soil
Iroquois-1784,Vaccinium uliginosum,Empetrum nigrum,soil,soil
Iroquois-1785,Empetrum nigrum,Empetrum nigrum,Chamaedaphne calyculata,Sibbaldiopsis tridentata
Iroquois-1786,Sphagnum pylaesii,soil,soil,Salix uva-ursi
Iroquois-1787,soil,Empetrum nigrum,Salix uva-ursi,Salix uva-ursi
Iroquois-1788,lichen,rock,lichen,rock
Iroquois-1789,Vaccinium uliginosum,Alnus viridis ssp. crispa,Sibbaldiopsis tridentata,Empetrum nigrum
Iroquois-1790,Empetrum nigrum,Diapensia lapponica,Diapensia lapponica,Diapensia lapponica
Iroquois-1791,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1792,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne calyculata
Iroquois-1793,Abies balsamea,Trichophorum cespitosum,Betula cordifolia,Betula cordifolia
Iroquois-1794,Vaccinium uliginosum,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-1795,Vaccinium uliginosum,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-1796,Chamaedaphne calyculata,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-1797,Vaccinium uliginosum,soil,soil,Abies balsamea
Iroquois-1798,Empetrum nigrum,Chamaedaphne calyculata,Chamaedaphne calyculata,Abies balsamea
Iroquois-1799,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1800,Abies balsamea,Abies balsamea,Abies balsamea,Abies balsamea
Iroquois-1801,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1802,Vaccinium uliginosum,Cladonia rangiferina,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1803,Rhododendron groenlandicum,Vaccinium uliginosum,Vaccinium uliginosum,Chamaedaphne calyculata
Iroquois-1804,soil,Sibbaldiopsis tridentata,Picea mariana,Picea mariana
Iroquois-1805,Sphagnum pylaesii,Trichophorum cespitosum,Trichophorum cespitosum,Trichophorum cespitosum
Iroquois-1806,Picea mariana,Picea mariana,soil,soil
Iroquois-1807,soil,soil,soil,soil
Iroquois-1808,Vaccinium uliginosum,Vaccinium uliginosum,soil,Diapensia lapponica
Iroquois-1809,soil,Vaccinium uliginosum,Picea mariana,Picea mariana
Iroquois-1810,Vaccinium uliginosum,Chamaedaphne calyculata,Chamaedaphne calyculata,Empetrum nigrum
Iroquois-1811,Empetrum nigrum,Kalmia polifolia,Empetrum nigrum,Empetrum nigrum
Iroquois-1812,Empetrum nigrum,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa
Iroquois-1813,Vaccinium oxycoccos,Sibbaldiopsis tridentata,Chamaedaphne calyculata,Vaccinium uliginosum
Iroquois-1814,Vaccinium uliginosum,Chamaedaphne calyculata,Chamaedaphne calyculata,Kalmia polifolia
Iroquois-1815,Empetrum nigrum,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1816,Chamaedaphne calyculata,Chamaedaphne calyculata,Empetrum nigrum,Vaccinium uliginosum
Iroquois-1817,soil,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1818,Chamaedaphne calyculata,Abies balsamea,Vaccinium uliginosum,Abies balsamea
Iroquois-1819,Empetrum nigrum,Rhododendron groenlandicum,Vaccinium uliginosum,Rhododendron groenlandicum
Iroquois-1820,Empetrum nigrum,Chamaedaphne calyculata,Rhododendron groenlandicum,Empetrum nigrum
Iroquois-1821,Picea mariana,Vaccinium uliginosum,Empetrum nigrum,Vaccinium uliginosum
Iroquois-1822,Picea mariana,Vaccinium uliginosum,Larix laricina,soil
Iroquois-1823,Picea mariana,Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum
Iroquois-1824,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa,Sibbaldiopsis tridentata,Picea mariana
