Year,Type,SO4,NO3,NH4,TOC
1996,CLOUD,4.22,1.33,0.43,0.75
1996,CLOUD,3.15,1.73,0.73,1.23
1996,CLOUD,2.78,1.55,0.89,0.98
1996,CLOUD,2.58,1.82,1.26,4.86
1996,CLOUD,2.41,1.42,0.74,3.46
1996,CLOUD,2.09,1.55,0.47,0.84
1996,CLOUD,1.98,0.8,0.36,0.55
1996,CLOUD,1.86,0.93,0.16,0.75
1996,CLOUD,1.71,0.89,0.26,0.65
1996,CLOUD,1.58,1.42,0.28,0.79
1996,CLOUD,1.45,0.93,0.48,1.4
1996,CLOUD,1.31,0.84,0.71,0.74
1996,CLOUD,0.98,0.4,0.09,0.34
1996,CLOUD,0.89,0.97,0.3,0.41
1996,CLOUD,0.75,0.22,0.13,0.36
1996,CLOUD,,24.99,9.6,
1996,CLOUD,,17.72,7.84,
1996,RAIN,4.81,3.06,1.48,2.32
1996,RAIN,4.2,2.7,0.62,1.79
1996,RAIN,3.62,1.86,0.44,1
1996,RAIN,3.1,0.97,0.47,0.94
1996,RAIN,3.07,1.55,0.84,1.53
1996,RAIN,2.8,1.68,0.45,0.45
1996,RAIN,2.67,1.55,0.3,0.48
1996,RAIN,2.54,2.13,0.44,1.19
1996,RAIN,2.47,1.77,0.78,1.13
1996,RAIN,1.51,0.84,0.45,0.29
1996,RAIN,1.46,1.28,0.22,0.93
1996,RAIN,1.36,1.42,0.31,0.63
1996,RAIN,1.33,1.11,0.37,0.81
1996,RAIN,1.25,0.53,0.15,0.23
1996,RAIN,1.19,0.97,0.73,1.23
1996,RAIN,1.07,1.06,0.26,1.2
1996,RAIN,0.89,1.06,0.24,0.49
1996,RAIN,0.68,0.27,0.07,0.3
1996,RAIN,0.6,0.13,0.16,0.57
1996,RAIN,0.48,0.04,0.01,0.68
1996,RAIN,0.47,0.27,0.14,2.14
1996,RAIN,,5.36,0.47,
1995,CLOUD,,33.28,12.89,16.95
1995,CLOUD,29.39,11.86,4.66,4.41
1995,CLOUD,29.33,16.95,6.73,5.83
1995,CLOUD,26.39,15.62,4.06,4.97
1995,CLOUD,23.78,9.78,3.31,4.95
1995,CLOUD,16.18,11.07,2.31,2.67
1995,CLOUD,12.58,5.22,2.37,2.21
1995,CLOUD,10.71,3.01,1.25,1.4
1995,CLOUD,8.18,2.21,1.55,1.77
1995,CLOUD,6.7,1.73,0.85,1.02
1995,CLOUD,6.17,2.43,1.13,1.56
1995,CLOUD,5.9,0.75,0.65,0.67
1995,CLOUD,5.77,2.88,1.59,1.53
1995,CLOUD,5.71,1.11,0.89,2.99
1995,CLOUD,5.5,2.26,1.75,2.39
1995,CLOUD,4.68,1.59,0.82,1.22
1995,CLOUD,4.64,1.15,0.77,1.03
1995,CLOUD,4.27,2.26,1.53,3.07
1995,CLOUD,3.58,4.47,1.81,1.21
1995,CLOUD,3.11,0.89,0.56,0.89
1995,CLOUD,2.81,0.53,0.33,0.59
1995,CLOUD,2.53,0.71,0.46,0.61
1995,CLOUD,2.28,1.02,0.54,1.71
1995,RAIN,6.32,3.67,1.13,1.94
1995,RAIN,5.47,1.81,0.29,0.96
1995,RAIN,5.07,2.39,0.61,1.62
1995,RAIN,4.94,3.14,0.66,1.54
1995,RAIN,3.5,0.4,0.29,0.58
1995,RAIN,3.18,2.17,0.64,2.51
1995,RAIN,2.52,3.81,0.4,0.61
1995,RAIN,1.76,0.8,0.22,0.87
1995,RAIN,1.31,0.22,0.12,0.42
1995,RAIN,0.79,0.22,0.09,0.94
1995,RAIN,0.74,0.22,0.08,0.46
